year,make,model,price,mileage
2018,Hyundai,Tucson SEL,17579,37534
2017,Cadillac,XT5 Luxury FWD,27290,27850
2017,Lincoln,MKC Select,22300,14885
2019,GMC,Terrain SLT,23730,15477
2017,Cadillac,XT5 Premium Luxury FWD,29650,19084
2017,Kia,Sorento EX,19780,24538
2017,Hyundai,Elantra SE,13290,33738
2017,Hyundai,Tucson Limited,22500,23080
2017,Hyundai,Elantra Limited,15840,27462
2017,Lincoln,MKC Select,21530,31373
2017,Buick,Envision Essence,21940,22500
2017,Buick,Encore Preferred,16327,26964
2018,Nissan,Rogue SV,18991,33170
2018,Nissan,Rogue SV,19990,12742
2017,Cadillac,XT5 Luxury FWD,28675,21069
2017,Lincoln,MKC Reserve,23970,35369
2017,Hyundai,Elantra Limited,15840,27462
2019,Chevrolet,Equinox LS,19780,5637
2017,Hyundai,Elantra SE,13290,33738
2019,Dodge,Durango GT Plus,28770,29360
2019,Subaru,Outback 2.5i,26380,6215
2019,GMC,Acadia SLT-1,27810,28380
2019,Jeep,Grand Cherokee Laredo,26740,7458
2017,Chevrolet,Trax LT,15440,19356
2017,Volkswagen,Passat 1.8T SE,15950,33916
2019,Nissan,Maxima SL,25960,16361
2018,Kia,Soul +,14970,16878
2019,Cadillac,CTS Luxury RWD,28960,14005
2017,Hyundai,Sonata Sport,17230,29610
2017,Buick,Envision Essence,21940,22500
2019,Chevrolet,Impala 1LT,19260,26352
2018,Hyundai,Kona SEL,17634,20702
2018,Hyundai,Tucson SEL,17998,37219
2018,Nissan,Rogue S,14690,37996
2018,Jeep,Compass Latitude,16400,28725
2018,Honda,Pilot EX,27400,31629
2017,Hyundai,Sonata Sport,16000,26382
2017,Hyundai,Sonata Sport,15950,27848
2019,Mazda,CX-5 Touring,24995,4635
2017,Hyundai,Elantra SE,13290,33738
2018,Chevrolet,Impala 2LZ,19190,37089
2019,Chevrolet,Equinox LS,19780,5637
2017,Volkswagen,Passat 1.8T SE,15950,33916
2018,Chevrolet,Cruze LT,15190,13659
2019,Chevrolet,Malibu Premier,24440,7042
2019,Hyundai,Sonata Sport,21750,2512
2018,Nissan,Maxima 3.5 SV,18488,34449
2019,Jeep,Compass Trailhawk,23995,15291
2019,Jeep,Compass Trailhawk,21995,29782
2019,Mazda,CX-5 Grand Touring,27500,28000
2018,Nissan,Maxima 3.5 SV,19995,35707
2017,Chevrolet,Malibu 1LT,14500,34662
2019,Chevrolet,Equinox 1LT,16522,30878
2017,Honda,Civic EX-T,17888,13278
2018,Ford,Focus Titanium,12858,29705
2019,Audi,A3 2.0T Premium,29795,6131
2018,Chevrolet,Volt LT,19761,21837
2018,Buick,Encore Preferred,15896,16736
2018,Ford,Edge Titanium,24597,31461
2017,Hyundai,Elantra Limited,15190,13907
2019,Chevrolet,Equinox Premier,21980,19542
2017,Kia,Niro Touring,23230,25737
2018,Chevrolet,Equinox 1LT,15499,31866
2018,Hyundai,Elantra SEL,13888,39334
2018,Chevrolet,Equinox 1LT,15621,32047
2017,Hyundai,Elantra Limited,15985,32044
2018,Kia,Niro EX,25995,3534
2017,Chevrolet,Volt LT,17499,17999
2017,Genesis,G80 3.8L,26991,26188
2018,Hyundai,Kona SE,17991,4938
2017,Buick,Encore Preferred,15143,18091
2018,Nissan,Altima 2.5 SR,20988,25811
2019,Jeep,Compass Trailhawk,22300,30570
2017,Chevrolet,Malibu 1LT,13999,14583
2018,Chevrolet,Equinox Premier,23520,14314
2019,Nissan,Maxima 3.5 SL,24693,19076
2019,Chevrolet,Impala 1LT,19570,23438
2019,Lincoln,MKZ Reserve I,26360,27845
2018,Honda,CR-V EX,23430,24030
2017,Chevrolet,Trax LT,15440,19356
2018,Honda,Accord EX-L 2.0T,25820,16674
2017,Hyundai,Tucson Limited,24330,6937
2017,Dodge,Charger R/T,24994,26599
2017,Chevrolet,Volt LT,16277,35590
2017,Cadillac,ATS 2.0L Turbo,22691,19852
2018,Subaru,Legacy 2.5i Premium,20900,12244
2018,Chevrolet,Sonic LT,15985,5137
2019,Jeep,Compass Latitude,20270,10712
2019,Chevrolet,Malibu Premier,24440,7042
2019,Chevrolet,Equinox LS,19780,5637
2019,Hyundai,Sonata Sport,21750,2512
2018,Chevrolet,Volt LT,20980,23276
2018,Dodge,Durango GT,28210,9310
2018,GMC,Terrain SLE,19780,20540
2018,Chevrolet,Equinox 1LT,18790,20845
2017,Cadillac,XT5 Luxury FWD,29070,16191
2019,GMC,Terrain SLT,23820,13125
2019,Buick,Regal TourX Essence,24020,20404
2018,Nissan,Rogue S,14209,39018
2017,Kia,Sportage EX,19600,19712
2018,Subaru,Impreza 2.0i Premium,19988,17980
2019,Chevrolet,Equinox LS,22999,8203
2018,Chevrolet,Malibu LT,19999,10650
2018,Chevrolet,Malibu LT,17999,36384
2019,Buick,Enclave Essence,28989,21672
2018,Chevrolet,Malibu 1LS,15998,16998
2019,Kia,Optima LX,18998,9867
2018,Dodge,Durango GT,27980,15342
2017,Chevrolet,Malibu 1LT,16710,34114
2018,Dodge,Durango SXT,26690,27712
2017,Chevrolet,Trax LT,15440,19356
2018,Nissan,Maxima Platinum,29670,30430
2018,Honda,Accord Sport,23788,26182
2018,Mercedes-Benz,CLA 250 Base,26980,32207
2019,Mazda,CX-5 Touring,24995,6947
2019,Chevrolet,Equinox 1LT,26440,4212
2018,Chevrolet,Equinox 1LT,19190,18207
2019,GMC,Terrain SLT,23730,15477
2017,Chevrolet,Trax LS,15810,1817
2019,GMC,Terrain SLT,23730,16253
2018,Chevrolet,Equinox 1LT,20310,9495
2017,Chevrolet,Cruze LT,15200,16599
2019,Cadillac,CTS Luxury RWD,29400,15901
2019,Jeep,Cherokee Trailhawk,25960,23989
2018,Nissan,Maxima SV,19260,38200
2019,Cadillac,CTS Luxury RWD,28960,14005
2019,GMC,Terrain SLT,22780,23480
2019,Subaru,Outback 2.5i,26380,6215
2019,Subaru,Outback 2.5i,25300,7656
2019,Ford,Flex Limited,23000,27000
2018,Jeep,Renegade Latitude,18780,12630
2018,Subaru,Impreza 2.0i Sport,19985,20495
2018,Hyundai,Elantra SEL,12992,33298
2017,Chevrolet,Cruze LT,14476,22978
2018,Chevrolet,Volt LT,19894,28350
2017,Kia,Sportage EX,18900,27497
2019,Subaru,Outback 2.5i,26380,6215
2019,Chevrolet,Impala 1LT,19260,26352
2018,Nissan,Murano SV,17999,22999
2018,Nissan,Murano SV,17999,18999
2017,Mercedes-Benz,CLA 250 Base,24981,12269
2018,Chevrolet,Equinox 1LT,15395,32047
2019,Hyundai,Sonata SE,18998,19998
2017,Volkswagen,Tiguan 2.0T Wolfsburg Edition,17500,38618
2018,Volkswagen,Tiguan 2.0T S,19428,12889
2019,Volkswagen,Jetta 1.4T S,14995,7506
2017,Chevrolet,Volt Premier,20839,21364
2019,GMC,Terrain SLT,24960,765
2017,Honda,Civic Sport Touring,22994,32433
2019,Mazda,CX-5 Touring,23499,23999
2018,Kia,Niro,20995,23603
2019,Hyundai,Santa Fe SE 2.4,23800,7907
2017,Kia,Optima EX,17200,21056
2018,Subaru,Crosstrek 2.0i Premium,22000,22603
2017,Chevrolet,Cruze LT,13583,25455
2018,Nissan,Rogue SV,16991,32185
2019,Kia,Rio S,13900,11445
2019,Chevrolet,Equinox 1LT,22997,15209
2019,GMC,Terrain SLT,23730,15477
2019,Lincoln,MKZ Reserve I,26360,22734
2019,Chevrolet,Impala 1LT,19260,26352
2018,Chevrolet,Equinox 1LT,19190,18207
2017,Chrysler,300 S,23310,19367
2019,Jeep,Cherokee Latitude Plus,17999,35560
2018,Nissan,Murano Platinum,26676,25655
2018,Lincoln,MKZ Select,26690,9524
2019,Hyundai,Tucson SE,19590,25911
2018,Chevrolet,Impala 2LZ,19190,37089
2018,Dodge,Durango GT,26860,38728
2018,Hyundai,Tucson SEL,17110,18200
2018,Ford,Explorer Limited,28999,29646
2019,Dodge,Durango GT Plus,28440,13249
2018,Hyundai,Tucson SEL,18299,36156
2017,Hyundai,Tucson SE Plus,19970,17529
2019,Nissan,Rogue Sport S,19430,19930
2019,Hyundai,Tucson SE,19432,20100
2019,Hyundai,Sonata SE,16997,17286
2019,Kia,Forte S,16133,16799
2018,Chevrolet,Trax LT,15950,7832
2019,Cadillac,CTS Luxury RWD,29400,15901
2018,Chevrolet,Impala 1LT,16590,38922
2018,Hyundai,Tucson SEL,15999,39786
2019,Chevrolet,Trax LT,19975,5
2019,Cadillac,CTS Luxury RWD,26940,22250
2019,Dodge,Durango GT Plus,28440,13249
2017,Buick,Envision Essence,21940,22500
2017,Chevrolet,Malibu 1LS,16360,14592
2019,Dodge,Charger SXT,25980,11288
2017,Hyundai,Tucson SE Plus,20270,17529
2017,Honda,Accord EX-L V-6,22363,22989
2018,Ford,Fusion Hybrid Platinum,15990,16790
2018,Chevrolet,Malibu LT,14690,30040
2019,Chevrolet,Equinox 1LT,21800,20757
2018,Chevrolet,Cruze LT,16999,25819
2018,Cadillac,ATS 2.0L Turbo Luxury,26998,9957
2018,Cadillac,XT5 Premium Luxury,29990,34776
2017,GMC,Acadia SLT-1,26489,35500
2017,Chevrolet,Cruze LT,14774,23194
2017,Honda,CR-V Touring,25789,30859
2019,Chevrolet,Impala Premier 2LZ,22489,29006
2018,Dodge,Charger SXT Plus,21999,31223
2019,Jeep,Compass Trailhawk,22300,30570
2017,Lincoln,MKC Reserve,23970,35369
2018,Chevrolet,Impala 2LZ,19190,37089
2019,Chevrolet,Equinox 1LT,26440,4212
2019,GMC,Terrain SLT,23730,16253
2017,Hyundai,Tucson Limited,22570,32093
2017,Hyundai,Tucson Limited,24330,6937
2018,Dodge,Durango Citadel,29200,20077
2017,Hyundai,Tucson SE Plus,19970,17529
2019,Nissan,Rogue Sport S,19430,19930
2019,Kia,Optima LX,15985,31194
2019,Toyota,Avalon XSE,29994,30984
2018,Chevrolet,Equinox 2LT,23995,21150
2019,Hyundai,Tucson SE,18000,15686
2019,Cadillac,CTS Luxury RWD,29660,18257
2017,Kia,Optima SX Limited,22730,31722
2019,Cadillac,CTS Luxury RWD,27110,20165
2018,Honda,Accord Sport 2.0T,26380,11322
2018,GMC,Terrain SLT,22020,31106
2019,Chevrolet,Impala 1LT,19580,23216
2018,Chrysler,300 S,20270,37228
2019,Jeep,Cherokee Latitude Plus,21290,5202
2018,Jeep,Renegade Latitude,18780,12630
2019,Chevrolet,Equinox 1LT,24240,3293
2017,Chevrolet,Cruze LT,15200,16599
2019,Nissan,Rogue Sport S,19430,19930
2018,Chevrolet,Equinox 1LT,19190,18207
2017,Hyundai,Tucson Limited,22570,32093
2017,Chevrolet,Trax LS,15810,1817
2018,Subaru,Impreza 2.0i Limited,21995,7154
2019,Honda,Accord Sport,24300,8370
2018,Hyundai,Kona SEL,19998,3067
2018,Subaru,Outback 2.5i Premium,26330,5442
2017,Honda,Civic EX,18583,26613
2018,Nissan,Rogue Hybrid SV,23600,7909
2019,Nissan,Rogue Sport S,17650,1508
2018,Honda,Pilot EX,29632,3815
2018,Hyundai,Elantra SEL,12900,34863
2018,Hyundai,Tucson SEL,16000,17000
2019,Jeep,Compass Sport,21000,10681
2018,Hyundai,Tucson SEL,15000,37073
2018,FIAT,500L Trekking,16495,16328
2018,Honda,Accord Touring 2.0T,29170,8998
2019,Cadillac,CTS Luxury RWD,29400,15901
2017,Hyundai,Elantra SE,14680,18851
2018,FIAT,500X Urbana Edition,15650,38723
2019,Cadillac,CTS Luxury RWD,28960,14005
2019,Chevrolet,Equinox 1LT,21995,34528
2019,Mazda,CX-5 Touring,28500,29500
2018,Nissan,Maxima 3.5 SV,20990,37824
2018,Ford,EcoSport SE,17290,23341
2018,Chevrolet,Malibu LT,14379,32826
2018,Kia,Optima LX,16000,17078
2018,Hyundai,Tucson SEL,15100,36700
2017,Kia,Sportage EX,18576,36306
2017,Buick,Encore Preferred,14999,24073
2018,Kia,Niro EX,19999,30474
2018,GMC,Acadia SLE-1,24998,6668
2019,Ford,Fusion SE,21495,1927
2019,Ford,Fusion SE,19836,20345
2017,Kia,Sorento EX,19780,24538
2018,Kia,Soul +,14850,32000
2018,Jeep,Grand Cherokee Laredo,29888,28367
2019,Subaru,Forester Premium,28400,136
2017,Chevrolet,Cruze LT,12900,20362
2018,Chevrolet,Cruze LS,13999,16018
2017,Kia,Optima Hybrid EX,21000,21771
2017,Buick,Encore Preferred,16998,6365
2019,Kia,Optima LX,16900,23215
2018,Nissan,Kicks SR,18400,7380
2019,Dodge,Charger GT,25500,17706
2017,Audi,A4 Premium,21290,35520
2017,Chevrolet,Cruze LS,13599,29529
2019,Buick,Regal TourX Essence,24020,20404
2018,Chrysler,300 S,17710,36835
2018,Hyundai,Tucson SEL,17900,33042
2018,Hyundai,Tucson SEL,17499,18498
2019,Cadillac,CTS Luxury RWD,29400,15901
2019,Chevrolet,Impala 1LT,19580,23216
2017,Cadillac,ATS 3.6L Premium Luxury,26599,25130
2018,GMC,Terrain SLT,22020,31106
2017,Hyundai,Tucson Limited,22570,32093
2019,Cadillac,CTS Luxury RWD,28960,13120
2019,Chevrolet,Equinox 1LT,20770,21406
2018,Chevrolet,Equinox Premier,22520,10149
2017,Hyundai,Sonata Sport,17230,29610
2018,Chevrolet,Impala 2LZ,19190,37089
2019,Cadillac,CTS Luxury RWD,28960,13120
2017,Lincoln,MKC Reserve,23670,29826
2019,Cadillac,CTS Luxury RWD,29400,15901
2019,Chevrolet,Impala 1LT,19570,23438
2017,Hyundai,Tucson Limited,24330,6937
2018,Hyundai,Elantra SEL,13800,25982
2018,Hyundai,Tucson SEL,16499,37941
2018,Chevrolet,Malibu LT,14390,31883
2018,Chevrolet,Cruze LT,15988,14740
2018,Kia,Optima EX,19455,12008
2019,Honda,CR-V EX,27989,4810
2018,Nissan,Rogue SV,17769,29133
2019,Chevrolet,Impala 1LT,20480,19226
2018,Hyundai,Kona Ultimate,24690,3197
2019,Jeep,Cherokee Latitude,19750,5750
2019,Nissan,Maxima SV,24330,17412
2019,Jeep,Cherokee Altitude,22500,23080
2017,Kia,Optima SX Limited,22730,31722
2018,GMC,Terrain SLT,22020,31106
2017,Cadillac,XT5 Luxury FWD,28490,29070
2017,Chevrolet,Trax LS,15810,1817
2018,Hyundai,Tucson SEL,17912,18912
2017,Ford,Focus SEL,13425,30319
2018,Hyundai,Tucson SEL,16985,36321
2019,Honda,Accord EX,24988,10
2019,Chevrolet,Equinox 1LT,19999,31140
2018,Nissan,Rogue SV,19091,37668
2017,Chevrolet,Impala 1LT,17380,38085
2017,Audi,A4 Premium,21290,35520
2019,Chrysler,300 Limited,23310,25885
2017,Audi,A4 Premium,21580,20885
2017,Cadillac,XT5 Premium Luxury FWD,29980,20255
2018,Chevrolet,Cruze LT,15810,15811
2018,Honda,Accord Touring 2.0T,29170,8998
2019,Jeep,Cherokee Latitude Plus,20280,10172
2018,Nissan,Maxima 3.5 SV,20591,34272
2019,Chevrolet,Impala 1LT,19570,23438
2017,Volkswagen,Passat 1.8T SE,15950,33916
2018,Hyundai,Tucson SEL,16883,32374
2019,Honda,Civic Sport,19993,10577
2017,Hyundai,Sonata SE,15998,29225
2018,Ford,Focus SEL,14961,15344
2018,Honda,Civic Sport Touring,22950,24219
2017,Kia,Sportage EX,18390,18990
2019,Subaru,Outback 2.5i Premium,27995,4815
2019,Chevrolet,Impala 1LT,19580,23216
2019,Hyundai,Tucson SEL,21999,13
2018,Nissan,Maxima 3.5 SV,18000,38005
2018,Nissan,Maxima 3.5 S,19250,36134
2019,Mazda,CX-5 Touring,24500,25000
2018,Chrysler,300 S,19790,33028
2018,Nissan,Maxima 3.5 SV,17995,39913
2018,Dodge,Durango SXT,26995,30315
2018,Honda,CR-V EX,24553,8006
2018,Kia,Optima LX,16000,13657
2017,Honda,Civic EX,17691,30584
2018,Kia,Niro LX,19488,31307
2019,Subaru,Impreza 2.0i Sport,22500,9051
2017,Subaru,Impreza 2.0i Premium,16599,38268
2017,Ford,Focus SEL,14000,15488
2017,Chrysler,300 Limited,16000,39710
2019,Jeep,Compass Trailhawk,22300,30570
2019,Chevrolet,Equinox 1LT,24240,3293
2017,BMW,X3 sDrive28i,28992,19738
2018,Dodge,Durango SXT,27988,31492
2018,Subaru,Impreza 2.0i Sport,20000,8166
2019,BMW,X3 sDrive30i,27431,28931
2018,Honda,Clarity Plug-In Hybrid Touring,27000,13142
2018,Chevrolet,Equinox 1LT,19299,18303
2017,Ford,Explorer XLT,27596,30158
2019,Hyundai,Elantra Value Edition,16800,6557
2018,Nissan,Rogue SV,16809,33807
2018,Hyundai,Kona SEL,17900,8464
2019,Hyundai,Kona SE,18400,2760
2019,Ford,Escape SEL,20614,17529
2018,Nissan,Murano SV,21778,39691
2019,Volkswagen,Jetta 1.4T S,14199,35198
2019,Chevrolet,Equinox 1LT,22178,18913
2017,Kia,Optima SX Limited,22730,31722
2017,Chevrolet,Trax LS,15810,1817
2019,Chrysler,300 Limited,23310,25885
2017,Kia,Sorento LX,17700,23840
2019,Chevrolet,Impala Premier 2LZ,23999,21689
2019,Jeep,Cherokee Latitude Plus,18599,34531
2018,Hyundai,Tucson SEL,17606,31636
2019,Hyundai,Kona SE,17749,18999
2018,Jeep,Renegade Latitude,16263,33012
2019,Cadillac,CTS Luxury RWD,28960,14005
2018,Subaru,Impreza 2.0i,17980,7345
2018,Ford,Focus SEL,16997,16251
2017,Cadillac,XT5 Luxury FWD,28490,29070
2019,Chevrolet,Equinox 1LT,21270,22011
2019,Nissan,Maxima SL,25960,16361
2017,Hyundai,Tucson Limited,22570,32093
2017,Hyundai,Elantra SE,13290,33738
2019,Chevrolet,Equinox 1LT,20480,12990
2019,Subaru,Outback 2.5i,26380,6215
2019,Chevrolet,Traverse LS,27790,10250
2018,Jeep,Grand Cherokee Limited,28400,33110
2018,Hyundai,Tucson SEL,16800,17388
2018,Hyundai,Tucson SEL,16400,37712
2018,Kia,Optima LX,13690,39599
2018,Chevrolet,Malibu LT,14390,30968
2018,Ford,Focus SEL,15995,10953
2018,Hyundai,Elantra SEL,14988,36830
2019,Chevrolet,Impala 1LT,19977,15106
2017,Honda,CR-V EX,24988,26101
2018,Honda,CR-V EX,26988,29617
2017,Chevrolet,Volt Premier,23999,36404
2017,Chevrolet,Malibu 1LS,16988,29086
2019,Chevrolet,Equinox Premier,24489,17788
2019,Chevrolet,Impala 1LT,19570,23438
2017,Chevrolet,Malibu Premier,19980,18993
2019,Jeep,Cherokee Latitude Plus,22960,12138
2019,Chevrolet,Equinox 1LT,24240,3293
2018,FIAT,500X Urbana Edition,15650,38723
2018,Chevrolet,Cruze LT,15810,15811
2017,Jeep,Compass Trailhawk,21450,26822
2018,Lincoln,MKZ Select,26690,9524
2018,Acura,RDX FWD w/Technology Package,29090,29680
2019,Cadillac,CTS Luxury RWD,28960,13120
2019,Cadillac,CTS Luxury RWD,29400,15901
2019,Subaru,Crosstrek 2.0i Premium,25129,11770
2018,Hyundai,Tucson SEL,17985,31283
2017,Buick,Encore Preferred,16995,28947
2018,Subaru,Crosstrek 2.0i Premium,24800,15076
2018,Hyundai,Elantra SEL,14790,36515
2019,Jeep,Cherokee Latitude Plus,22960,12138
2018,FIAT,500X Urbana Edition,15650,38723
2018,Chevrolet,Cruze LS,14630,17392
2017,GMC,Acadia SLT-1,26910,35575
2017,Chrysler,300 S,23310,19367
2019,Jeep,Cherokee Latitude,19750,5750
2018,Chrysler,300 Limited,19860,33764
2017,Chevrolet,Spark LS,10900,14760
2018,Dodge,Durango Citadel,29200,20077
2017,Jeep,Compass Trailhawk,21450,26822
2018,Jeep,Grand Cherokee Limited,29360,28765
2017,Chevrolet,Volt LT,17799,25147
2019,Jeep,Cherokee Latitude Plus,17599,35559
2019,Jeep,Cherokee Latitude Plus,21998,5282
2018,Nissan,Maxima 3.5 SV,19998,20998
2017,Honda,Accord EX-L V-6,20393,17084
2019,Jeep,Compass Limited,20890,21490
2019,Nissan,Rogue S,20488,6208
2018,Hyundai,Sonata Sport,18998,19998
2019,Hyundai,Sonata SE,17300,16959
2017,Chevrolet,Trax LS,14600,34837
2017,Kia,Sorento LX,17700,23840
2017,Audi,A4 Premium,21290,35520
2019,Nissan,Maxima 3.5 SV,20984,19924
2017,Mercedes-Benz,CLA 250 Base,21981,34515
2017,Honda,Accord EX-L,22427,35631
2017,Honda,Accord EX-L,23995,6547
2018,Honda,CR-V EX,24000,24500
2017,Honda,Pilot EX,25990,33038
2019,Mazda,CX-5 Touring,28000,28500
2018,Kia,Optima LX Turbo,16990,15451
2018,Dodge,Durango SXT,26995,27602
2019,Kia,Sorento LX,21500,11644
2017,Volkswagen,Tiguan 2.0T S,16995,22853
2018,Ford,EcoSport SE,15893,10835
2017,Honda,Pilot EX,29895,26250
2017,Chevrolet,Malibu Premier,18567,36713
2020,Kia,Soul GT-Line,19400,310
2017,Audi,A4 Premium,21290,35520
2018,Nissan,Maxima 3.5 S,22995,2438
2018,Hyundai,Ioniq Hybrid Limited,24900,8941
2018,Hyundai,Elantra SEL,12991,29198
2017,Hyundai,Sonata Sport,16881,35899
2018,Kia,Niro EX,23900,17790
2017,Chevrolet,Volt LT,18000,19877
2019,Jeep,Cherokee Limited,24300,24999
2019,Jeep,Compass Limited,20999,22665
2018,Chevrolet,Cruze LT,14500,32489
2018,Chevrolet,Equinox 1LT,20310,9495
2019,Chevrolet,Impala 1LT,20480,19226
2018,FIAT,500X Urbana Edition,15650,38723
2018,Hyundai,Elantra SEL,12980,39312
2018,Chrysler,300 Limited,19860,33764
2019,Chevrolet,Equinox 1LT,20480,12990
2018,Dodge,Durango Citadel,29200,20077
2019,Cadillac,CTS Luxury RWD,26940,22250
2018,Kia,Optima LX,15998,39995
2019,Chevrolet,Equinox 1LT,26440,4212
2017,Chevrolet,Impala 1LT,17380,38085
2018,Chevrolet,Cruze LS,14630,17392
2019,Subaru,Outback 2.5i,26380,6215
2018,Honda,Accord Sport 2.0T,26380,11322
2019,Dodge,Charger R/T,26161,27195
2018,Nissan,Maxima SV,19260,38200
2017,Kia,Sorento LX,17700,23840
2019,Chevrolet,Equinox 1LT,18600,25793
2018,Buick,Encore Preferred,15776,18185
2017,Chevrolet,Cruze LS,12452,32170
2017,Chevrolet,Trax LT,15997,27582
2019,Chevrolet,Impala 1LT,20480,19226
2017,Cadillac,XT5 Luxury FWD,27540,24179
2019,Kia,Optima S,19860,4825
2019,Toyota,RAV4 XLE,23740,11711
2018,Nissan,Murano SV,20988,39050
2017,Honda,Accord EX-L,21884,28377
2018,Chevrolet,Equinox LS,19999,14749
2018,Chevrolet,Malibu LT,16999,36339
2018,Chevrolet,Malibu LT,17999,34900
2018,Chevrolet,Equinox 1LT,21999,20750
2018,Chevrolet,Cruze LS,14999,32309
2019,Chevrolet,Impala 1LT,19977,25558
2019,Chevrolet,Impala 1LS,29990,4645
2019,Kia,Sorento LX,19789,25547
2018,Chevrolet,Cruze LS,14789,15982
2019,Hyundai,Santa Fe SE 2.4,22000,26931
2018,Honda,Accord Sport,24389,12481
2017,Hyundai,Elantra Limited,16489,18378
2018,Dodge,Durango GT,27184,20242
2019,Chevrolet,Impala 1LT,19580,23216
2019,Nissan,Maxima SL,25960,16361
2017,Audi,A4 Premium,21580,20885
2019,Chevrolet,Equinox 1LT,20480,12990
2019,Dodge,Charger SXT,25980,11288
2017,Chevrolet,Impala 1LT,17380,38085
2018,Chrysler,300 Limited,22290,22980
2017,Hyundai,Elantra SE,14680,18851
2018,Chevrolet,Trax LS,15220,12425
2018,Nissan,Rogue SV,18691,28391
2017,Chevrolet,Volt LT,16998,36024
2018,Jeep,Compass Limited,21991,21438
2018,Chevrolet,Cruze LT,15190,13659
2018,Chevrolet,Trax LT,17670,6145
2018,Jeep,Grand Cherokee Limited,29360,28765
2019,Jeep,Cherokee Latitude,18410,17063
2019,Cadillac,CTS Luxury RWD,26940,22250
2017,Chevrolet,Malibu Premier,20470,18670
2017,Hyundai,Elantra SE,13290,33738
2018,Chevrolet,Cruze LT,15190,13659
2019,Chrysler,300 S,23260,20641
2018,Chevrolet,Equinox LS,17286,20084
2017,Chevrolet,Malibu 1LT,13590,38662
2018,Ford,Focus Titanium,15998,35074
2019,Chevrolet,Malibu 1LS,19998,20998
2018,Hyundai,Tucson SEL,17988,37540
2019,Mazda,CX-5 Touring,24995,4780
2018,Hyundai,Elantra SEL,13988,35520
2018,Jeep,Grand Cherokee Limited,28400,33110
2019,Chevrolet,Equinox 1LT,20480,12990
2019,Chevrolet,Equinox 1LT,18600,25793
2018,Chrysler,300 S,18890,20285
2017,GMC,Acadia SLT,28995,29995
2019,Chevrolet,Equinox 1LT,21995,33843
2019,Mazda,CX-5 Touring,25500,26000
2018,Chrysler,300 S,19995,32584
2018,Subaru,Outback 2.5i Premium,24980,30958
2019,Jeep,Cherokee Latitude,17691,18995
2017,Hyundai,Santa Fe Sport 2.4L,17500,18000
2017,Kia,Sportage SX Turbo,21500,22000
2017,Buick,Encore Preferred,15458,18423
2019,Hyundai,Sonata SEL,19998,8858
2019,Subaru,Impreza 2.0i Sport,22750,12040
2019,Acura,TLX FWD,26265,7095
2018,Honda,Accord EX-L 2.0T,25820,16674
2019,Ford,Escape SE,18950,25157
2018,Kia,Niro EX,23995,20725
2018,Honda,CR-V EX,22399,29179
2017,Chevrolet,Volt LT,16815,35665
2017,Chevrolet,Malibu 1LT,16371,33999
2018,Chevrolet,Trax LS,13990,7245
2018,Subaru,Outback 2.5i Premium,24201,22951
2018,Subaru,Outback 2.5i Premium,24502,22613
2018,Honda,Accord Sport,26998,4788
2018,Chevrolet,Cruze LT,14895,31765
2018,Hyundai,Tucson SEL,18988,35431
2019,Chevrolet,Equinox LS,23988,7236
2017,Chevrolet,Spark LS,10900,14760
2018,Chevrolet,Cruze LT,14500,34563
2019,Chevrolet,Equinox 1LT,24240,3293
2017,Kia,Sorento EX,19780,24538
2019,Jeep,Compass Limited,20570,31219
2017,Hyundai,Elantra SE,13290,33738
2018,Jeep,Renegade Latitude,18780,12630
2018,Jeep,Grand Cherokee Limited,29360,28765
2019,Jeep,Cherokee Latitude Plus,18987,33499
2019,Chevrolet,Equinox 1LT,18600,25793
2018,Chevrolet,Cruze LT,13521,15999
2019,Chevrolet,Equinox 1LT,19956,22178
2018,Jeep,Compass Limited,22499,19539
2019,Dodge,Charger GT,24656,17694
2019,Chevrolet,Equinox 1LT,19352,30912
2019,Hyundai,Sonata SE,16985,13689
2017,Chevrolet,Cruze LT,16441,9931
2019,Jeep,Cherokee Latitude Plus,20985,21985
2019,Chevrolet,Impala 1LT,19580,23216
2018,GMC,Acadia SLT-2,27940,21852
2018,Hyundai,Elantra GT Sport,18240,2426
2017,Kia,Optima SX Limited,22730,31722
2019,Chevrolet,Equinox 1LT,18600,25793
2019,Cadillac,CTS Luxury RWD,29660,18257
2018,Hyundai,Elantra SEL,12988,13488
2019,Hyundai,Kona SE,16649,19869
2019,Ford,Escape SEL,20487,20987
2018,Nissan,Rogue S,15290,38598
2019,Kia,Rio S,14853,10035
2019,Ford,Escape SEL,20996,18262
2019,Chevrolet,Equinox 1LT,23977,29340
2019,Nissan,Rogue 3.5 SV,20988,20661
2019,Chevrolet,Impala 1LT,21322,20961
2019,Chevrolet,Equinox 1LT,23966,28704
2018,GMC,Acadia SLT-2,29995,30994
2017,Mercedes-Benz,GLA 250 Base 4MATIC,26981,35867
2017,Chevrolet,Cruze LT,14999,25500
2019,Jeep,Cherokee Latitude Plus,18999,9789
2017,Chevrolet,Spark LS,10900,14760
2018,Hyundai,Elantra GT Sport,20450,6744
2018,Chevrolet,Trax LT,17670,6145
2018,Dodge,Durango GT,26860,38728
2017,Chrysler,300 S,23310,19367
2019,Cadillac,CTS Luxury RWD,28960,14005
2019,Jeep,Compass Limited,20570,31219
2019,Dodge,Charger SXT,27370,16473
